,business_id,positive words,negative words
971,pd40A0UmsQnBwvGmF4xoIQ,,"time,service"
972,e0CehK0lUWqd530L4-ni3A,,"burrito,time,rice,staff,breakfast,service"
973,PSxi7pis1yJpFfM-grdNXA,,"lunch,chicken,service,steak"
974,7obotzA7aLL9kAUIUWQcJg,,"beef,chicken"
975,d_q4avZYM1sOlQP7noJKVg,,"asada,time,steak"
976,JIfSollg32ifUzTw2K4PDQ,taco,"lunch,time,service"
977,pzy9xWQqsDxVU6j9MktRJg,,"atmosphere,salsa,service"
978,5OAO9TxfvsvccFFD4pjmeg,lunch,"beer,dinner,atmosphere,service,chips"
979,7fq6fN58ogXAzXzxywFX1Q,"asada,rice,time,meat",
980,IHoPEi8RltLLGzE3GrT8ww,,"asada,time"
981,SVmLmDmLBj3FoArpXjB8wA,"service,lunch,time,dinner","chicken,manager,salad"
982,XRfMD13CXYMF6601gmfrxw,"lunch,time,service,margarita",chile
983,u65uMUc88VMD7wI09BU1IQ,"salsa,shrimp,guacamole","taco,service"
984,vUUNM7RISc-51Tqx8JzRRQ,"taco,chicken","time,service,shrimp,staff"
985,dmu1wM0CRgeoTIUXFihU7Q,,"chicken,burrito,time,service,chipotle,rice"
986,_WljFCI2uJf0p7lAKKcpcQ,,"taco,time"
987,_mnNmVsioEUoBiYERL_RWw,,"beef,burrito,chicken"
988,-R_u_4Ya8ceUN7qDlvIQTg,,time
989,m-9szrj48FkP-I6pummd7w,,"taco,time,staff,salsa,chicken,service,chips"
990,Km7BcCSXb78oymx-Ek2P9w,,
991,lINk_EU_elY6iTrfUGcRqg,"fries,staff","lunch,time,wait,service,line,chicken,minute"
992,1ePxLE7eU4kRoags_ytAAg,"burrito,chicken,dinner","chipotle,wait,time,guacamole"
993,0UoBZwA60O9RKYwhu15ITQ,,"lunch,time,chipotle,chicken,service"
994,NpjFkuhBX-LU-hf_FnJzKg,,"lunch,time,shrimp"
995,yUfT6GtCII9g4lg-9olksw,,taco
996,vz8HFGsITt6aj-nyXkAEFg,fish,"atmosphere,time"
997,aWYWNfHuQJyRwDHaHq8X1w,,"taco,chips,staff,service,fish"
998,Oh55bhohxLKZu2nsHRqNiQ,,"taco,time"
999,GH5gbLHw05toW6ePNIUzTw,,"taco,lunch"
1000,MkoiuqUFOnX8riewi6d2sQ,,"quesadilla,beef"
1001,umBsUDjSPzF28LOw-U_NfA,"dinner,shrimp","time,fish,taco,service,chips"
1002,arpBUwgiaE8iqfNGMQ_hgg,beef,"lunch,burrito,meat,taco,service"
1003,crGdKSRKi25R2vorZ7skzg,,
1004,_ZSCWjiYNPjnteZDo-AZOg,"salsa,service,chips",dinner
1005,Jgvct3--kRbLCkZ6SkOi5g,,"burrito,chipotle"
1006,BOAe7eg0z9nezumZaLOi_A,"service,margarita,staff","atmosphere,taco"
1007,_H4GXECi4nHfJTz4dsQV_w,"lunch,chipotle,staff","burrito,time,meat,tortilla,asada"
1008,oamNMwd8kKOmrTu3C6qOeg,"atmosphere,lunch,time,staff","service,patio,dinner,margarita"
1009,j4170xdQJTwSvXFpsQzWtg,"time,wait","service,rice,lunch,dinner"
1010,wZm86tTEhbWv3hek3iprZw,,"service,beer"
1011,ObV7olsEsNYjuMGNJ75jNw,,"burrito,time,breakfast"
1012,O2SQOSkXLsWTSQtKmo7nGQ,,"lunch,breakfast,service,staff"
1013,do6yub0lpn-vRF08Yhi3aQ,minute,"lunch,burrito,time,shrimp,service,fish"
1014,ROuiI7sWhEMLodSylU2Qpg,,"nacho,taco,chicken,salsa,meat,service,fish"
1015,I0MvTPpCr9PQVvthLdAyPA,"chicken,fish","lunch,salsa"
1016,DGOhEsZL9pyAWZ8pPm9WPA,"lunch,service","time,staff"
1017,BV9R4SI7Ng2JV4nQk0WMwg,,"salsa,service,fajita"
1018,jRxLnJ9my31Re_O2MvQGhw,,"lunch,time,staff"
1019,QIn3PuGUkinSibUn-NsljQ,"burrito,breakfast,salsa,taco","asada,time,service"
1020,Wx0R04tbrJPFB7ozcHtU1g,,"pork,steak"
1021,pDewiJY6KCcZgLxxgxg13Q,,"rice,staff"
1022,N-tpz2XtAPreL5wnFjKGwA,,service
1023,r93Aubf4vZ9ogtmEb6dV4g,,"taco,service"
1024,eGLflouvGRveD4A9oc-AIw,,atmosphere
1025,HTlsBAd9j1wlWDHxnYczBw,"salsa,chips","lunch,time,service,staff"
1026,edoSAL0cVmROwfro8nKBuA,,"burrito,taco,pork,guacamole,shrimp"
1027,YauBkH-HEx148jC0pv4Hcg,"atmosphere,breakfast","time,dinner"
1028,_Jt9CLSL2sqF-yCNel9D-g,"atmosphere,waiter,time,staff","service,lunch,dinner,margarita"
1029,JAaXVnWQcSEU3nVY-qgjUA,"lunch,beer,fries,staff","salsa,noisy,meat,taco"
1030,S3-JpB5dBhMXmauMqeoN-g,,"atmosphere,service"
1031,nerbhPyfzLMgzcBYh0SPsA,,steak
1032,_CgBou-sE-UW2j4otiKtlw,,"burrito,time,salad,salsa,chicken,service"
1033,tIauOelAC3BZk_xhMoDBUg,,enchilada
1034,rXUZNVlpWMV5ORDDSguOEQ,"lunch,pork","service,staff"
1035,bjbegGikWzSgeVsOJdE22g,"time,service","chipotle,wait,chicken"
1036,wlm9HjyeW20anJ-kVEMY6g,,burrito
1037,wyMu0pbOTpZZ297fwIrEEQ,,atmosphere
1038,44zSIjPU09F2UBYUn_KZ3Q,,"taco,time,service"
1039,ogX4ONTyz-cMpeTi6hvLDA,,wait
1040,xBuFkgsu2i9b8L6G0NqymA,,
1041,3FnTXbcCXeZsbiXBW5OCYA,service,"dinner,price,time,meat"
1042,WOz66UuVsfc2K9GxzfDnGg,"lunch,burrito","time,service,meat,asada,rice"
1043,_cRDDAasE-4584eXN_5Ecw,,taco
1044,rGwnzfCUp23Q5lTkxqZqTg,pork,"beef,lunch,taco"
1045,ndjEQtZJhI5oRXvyJ88__w,lunch,"time,steak,staff,taco,service"
1046,s0xIhDo3twv1EO9n2-k41Q,,taco
1047,OCusT983CS9195nTh8FPCQ,,
1048,TTnUoYDCQoTfldLs3AuTDg,,"lunch,time,steak,atmosphere,chipotle,service"
1049,-QC71Wuh0TyJI0RAZ3d0Iw,"line,service","chicken,time,staff,chipotle,chips"
1050,Ks9nrEuLdjmrLH9uXz_G8A,"lunch,service,staff","chipotle,burrito,time,rice"
1051,h8XdexOcJlfLOwXIDtyalg,"drink,lunch,staff,wait,chipotle","time,enchilada,dinner,steak,taco,line,service,manager"
1052,KTgbFortwSnFSsQDhoXpTA,,"taco,time,service"
1053,cny7n93eJH7MskcnT8nabw,,"salsa,lunch,shrimp"
1054,UkylJaNbvMENvL61dgwdLg,lunch,"time,enchilada,dinner,price,wait,salsa,chicken,service"
1055,oB2_XXYG9c8bgJL9sFP3DQ,"price,service,fish","lunch,meat"
1056,GN4bghnFwhdxfiJXFTNEqg,,"time,service"
1057,tr7wv-dDSQBdMzEqEJILQA,,"dinner,service"
1058,daLsASi-J8zee8cpZSnqjQ,"beef,breakfast,fish","time,asada,taco,chicken"
1059,EBVegXKWCu5AOWox7gnU5w,,"dinner,time,service"
1060,uGoRiFwSD31bTyIBqVSRlQ,,"burrito,quesadilla,salsa,breakfast,bacon"
1061,_IsmLuyEvcKzcBmbMHCCfg,service,"beef,time,staff"
1062,nPNWTZRRZx9nBNivg_JlOg,,"burrito,staff,asada,chicken,shrimp"
1063,rvzTN-pW_n7YVQDdjkurOQ,,"beef,service,atmosphere"
1064,in39cUCMBRjpwxw7qNSOfg,atmosphere,"lunch,time,staff,vegan,taco,service"
1065,vxFrGfeQCtc5AzPKkMHHgA,,"taco,time,beer,guacamole,service,chips"
1066,-FyfimfMvvOcMT7Cr4q2Aw,"service,rice,staff","line,chipotle,steak"
1067,_bpNAXZqG28e8XplS1wbpw,,"taco,meat,burrito"
1068,O1TNBB10DqZ2-7_VkYruog,"asada,beef,salsa,fries","chicken,time,service,staff"
1069,UyV7c08-BM6WvVCISLSkQw,"atmosphere,time,chile",service
1070,VA0GbpAN0qpa3bdHJ2a2iA,,"dinner,waitress,chicken,service"
1071,-BplplCOayCupKnRVZcclw,burrito,"rice,steak,meat,chicken,service,manager"
1072,uQDVjBcG6t3t-5hSQnZ4lQ,"taco,time,chips","nacho,burrito,salad,line,service"
1073,DljmXW8D07LVTA1Y69xosw,"beef,burrito,breakfast","time,staff,taco,asada,service"
1074,4cSuwanJ-15JMFg_AhZ0_Q,"chicken,fish,shrimp,staff","burrito,time,service"
1075,FtLibezRe7HsT13BLpR-Dg,"atmosphere,lunch,time,dinner","taco,wait,service,margarita"
1076,-TWZ4-AM76pUxPIt47mInw,burrito,taco
1077,w3lJC_l5IVwrTpjti9fEKA,,"quesadilla,taco"
1078,prdA1r8XP03oD-PYvZJ5AA,"chicken,time","burrito,beer,staff,service,fish"
1079,iSmQkgaSE36nzctelDq-cg,time,service
1080,7vHLAKprTTKDr7qmqCX7ZA,,"time,service"
1081,jlyuxZtZ5M6TlAlR0_c7kw,"chicken,steak","enchilada,time"
1082,SzhD5J80IhpyeBftzQ950Q,,"time,lunch,chicken,service"
1083,TG2QAcrevOmXDuCQQFlGew,"wait,service","time,taco,line,price,chicken"
1084,UuSg6Y3438tkXblGAfj0pQ,,"chicken,shrimp"
1085,ZcR6MePiNSwL7DIHS6hGqQ,,"taco,time,steak"
1086,Eypm-MmwirNTiQCOJPtVBw,,service
1087,-cxD1NimFldATDUsN-oa3A,"time,chile","beef,wait,service,staff"
1088,3tDo3XYrpx71kFcxSJI4GA,,"asada,taco,breakfast,fries"
1089,KY5-vGUZhDmDi1ieXRUmmw,,service
1090,-wcyWzSRk0KtYNzrMrLXHQ,"chicken,time","price,lunch,service"
1091,vA2aKRFspZWyxSlk0jNgbA,,"lunch,chicken,burrito"
1092,_5wi2C7x68Bt14qhdCqi1Q,"asada,taco,fries,price","dinner,pork,breakfast,quesadilla,service"
1093,55LdBLn7CXbWwhD06Zn_0Q,,"drink,burrito,service,steak"
1094,MAhuHiUpN403DsDDqdyabA,,"atmosphere,service"
1095,G82YlEU6yxA3autN309W7Q,,"lunch,time,service,taco"
1096,cpLO1l1hnLVzV6ZEFlKfEA,"atmosphere,time,tortilla","lunch,chicken,patio,margarita"
1097,xyK7KUcJzWy1LlejwQpQMg,,"atmosphere,time"
1098,0iPXuywgu37dDpwLMudACQ,manager,"taco,time,service"
1099,gqELGWcpWepjV33yzc4Diw,,"time,waitress,wait,service"
1100,4bfKtdnkkhq8qA21sjVXlg,"quesadilla,service",burrito
1101,WYDjn71X5xiEdpLxlT12hQ,dinner,"chipotle,wait,taco,time"
1102,6sx1FKkTPmTJKQOxql3MNA,,"taco,service,staff"
1103,K_sbl7yJnDE-zqkGB7NxeA,"staff,quesadilla,price,chicken,service","burrito,meat"
1104,VM7Q3xWH5XiwbaIeSyJ-vw,"service,guacamole","burrito,time,steak,fajita,chipotle"
1105,8ySvFNHBGHnVaQ3XwOuFqg,guacamole,"time,atmosphere,shrimp,taco,chicken,service"
1106,-n1g9MdeG46v1-gzZ4ldvQ,"lunch,staff","time,wait,taco,line,service"
1107,dhoyGQK6mEZG2gnlm9iz5w,,"burrito,dinner"
1108,M8I2IdqDbJCGL0ho8eFLiQ,"lunch,chicken","time,burrito,chipotle,service"
1109,-ho0iNZnkwPJZIJk_f5a9w,asada,"nacho,time,taco,salsa,chips"
1110,D74O-i-iEWo-e5BpwFMcUA,service,"taco,breakfast"
1111,RSJF0CNdjUc3rCRZQX76ug,,"burrito,breakfast"
1112,1fMXFNFwZEtTy9p8sEmiNw,,"taco,service,staff"
1113,c1TzULA3E_KBSKIQkRx3Vw,,taco
1114,6Bog_w6ot35sBMoRPzt-lA,"chile,time,dinner,staff","burrito,wait,breakfast,taco,minute"
1115,3dC3opMY67zrquz_yYc-tw,"burrito,staff,taco,asada,service,manager","time,lunch,wait"
1116,tu7cmFBfKVFKtJvRPHOxbg,"price,chicken","burrito,wait,service,tortilla"
1117,D7-T6DRpjApGNBQZ3Hq-fQ,,"lunch,taco,time,staff"
1118,SNc3-bV7preAPifzE4asNA,,"time,chicken,shrimp"
1119,p1qikz--GQonzyIyIsgssg,,"taco,chicken"
1120,m7vv40MnYXdvxRkGCYhGTQ,"lunch,chipotle",wait
1121,tXZxc-3HcXvj1Z-Tzs4Mkw,"chicken,time","lunch,wait,service,chips"
1122,MQu-unZeJadbVhN3Y1vyuA,time,"lunch,service"
1123,Z1yvzAbs4fGC28s7WtUonA,"lunch,time,burrito,taco,fish","chipotle,service,shrimp,staff"
1124,RFCRXj_SU_2yKoJYKIIywA,"salsa,time,service,chips","wait,staff"
1125,j0h8OH6ktQsnTmIaJsN5Hw,"taco,salad,shrimp,staff","lunch,time,line,service,fish"
1126,gIno_cXhvn6Om14D0I2vHg,"fajita,chile,salsa,chicken,chips","dinner,lunch,time,service"
1127,J9Zm8-yovNksVvLYu-7iug,"lunch,enchilada,burrito",service
1128,HZRT8xygRscGvDYYx2EkQQ,"chips,tortilla","rice,time,meat,chipotle,service"
1129,3i8SYgLMC9iMZGwCVW9U1Q,salsa,"lunch,time,breakfast,taco,chile,service"
1130,gwd1W_0Mgzqo3QxgXrt16Q,"lunch,margarita","service,taco,wait,minute"
1131,2g6x4ISNiMxFnotBuwmZmw,"lunch,time,patio,taco","salsa,service,staff"
1132,4I-DntICTD2ykxPN4NOJ4g,"service,salad","chicken,lunch,wait,meat"
1133,oaNml4cV5D_MHMOVjNS-Bg,"asada,staff",meat
1134,2J0mx9CAcP01RpwQkdBcGw,,"taco,time,steak"
1135,SORm6UKRlwHC6SmJZnbFEw,,"time,chicken,service"
1136,LQZ2yBIAFmXYbDD0Z2Nhug,"fries,margarita,steak,guacamole,asada","burrito,beef,meat,taco,quesadilla,chicken,service,fish"
1137,zwmps5SXn30g-f5wqg_r9A,"price,time,dinner,margarita","lunch,service,staff"
1138,YiFCHXw7oZQg53oM3e0R4g,,burrito
1139,X4OQpv3PqiSlNVDLVinVPQ,"service,staff","table,taco,dinner,shrimp"
1140,hAioxEk3WU-SzlqIM4TI7w,time,"lunch,margarita,guacamole,atmosphere,service,fish"
1141,9WAo6J2-9mxMo8UQrA_G8A,chicken,"burrito,fries,meat,breakfast,taco,asada"
1142,tZ1CII-IQ6LgUWdDexDUAg,,staff
1143,cM4R0NNWdS2NSZga7bxCRQ,,"salsa,price"
1144,es3Fq9KNp6Ry994x4T4ZYg,"lunch,breakfast,burrito","beef,time"
1145,X54yOvzhEKyAurDOeQ-BkA,,"salsa,time,meat,price"
1146,lmfLUco8zOLY_UObmu-EPw,"burrito,fish","noisy,line,time"
1147,rszcwKpor7gvdntP63i-og,,service
1148,bQ2uuNkOxgUQRM7Y7RJDXQ,"lunch,service","asada,table,wait,time"
1149,abHiuwC0FPSlZ9ALiVPtgg,"burrito,taco","time,dinner,staff,line,chipotle"
1150,IqCvkoDvvImXuzGrpeiDMA,chile,"service,beer,steak,guacamole"
1151,lhcSKpqOyKwaC70zu-3X5Q,,"burrito,chicken,shrimp,taco"
1152,EH-WY1bmJz2yDZROQbNsxA,"breakfast,bacon",burrito
1153,5G-i1t7VXLGByswnCKvrDQ,dinner,"taco,service"
1154,Kh1tvb7vDDp84bxdYyiOEA,,"asada,staff"
1155,xWq3LQw8w4OIK-fSiGwNLg,,"time,service,fries,staff"
1156,XZbuPXdyA0ZtTu3AzqtQhg,,"dinner,chile,salad,wait,service"
1157,i5vy3X8WBjQ-F7P8HqC7KA,,chicken
1158,Gr-2oBg4XyduSKbvnE-i9g,asada,"lunch,time,staff,wait,taco,service"
1159,WGkqfp1-3130v8xhCb3APg,"price,drink,burrito,staff","time,beef,taco,salsa,chicken,service"
1160,x7RRLRKyKdME9X3GuR5-5w,waitress,"waiter,service"
1161,j87Y1hyifp-XHN5HuVtpPA,"taco,fish","time,wait,chicken,service"
1162,kZ8bCGe3RCN3OjnyrRaNBw,,"lunch,time"
1163,rbYh1ue3YpdOt1GIUs2YBg,,"taco,time,asada,price,service"
1164,edYUZEEP-u3-VpA1v5n_ug,,"lunch,dinner,burrito"
1165,xF7jYxQouhX3OWNR8QRDkw,,"quesadilla,service"
1166,p-qvtajJfi19y3Oz-pa9_A,"lunch,manager","time,wait,taco,line,chicken,service"
1167,tfg08x88Mr4nEr8_bVal7w,,shrimp
1168,CtubIIhmRzFB6-egzxin9A,,"atmosphere,service"
1169,UN_48kF4j4jjHQXLbQhaZw,,"lunch,rice"
1170,yVYteK2Ootg37Gh2SIPihA,"salsa,dinner,chips","lunch,time,service,staff"
1171,1JtneT5bWWd7JRqv1shMzw,,taco
1172,Wnq5to0-jXyh0-_jRZ6VOQ,"service,dinner","table,time,fries,staff,wait,salad"
1173,2G8YLx7J8du260jFNjIjZQ,"lunch,time,dinner","asada,salsa"
1174,rUfZp5C_j7NxQZxrjyMrvQ,,beef
1175,ak-f8IV0ZdDeI4oYnjA1Pw,fish,service
1176,phrJCsa0I_OEWExpiTET8A,"lunch,service,burrito,staff","chipotle,time"
1177,Yk23uco9_lru4frmDe8Krg,"taco,chicken","burrito,time,service,staff"
1178,I25YFbDL16lVcutPMNIlHA,,"chicken,salsa,time,dinner"
1179,yqIVlkpQF_IdhVk1yTiIjw,"steak,staff","lunch,wait,line,chipotle,service"
1180,s0GeAnaUENWb2xAn_6EX-Q,"taco,service,staff","lunch,price"
1181,m9idUZWCBQB_owyaSeO2dw,asada,"time,waitress,meat,taco,price,service"
1182,1_y5e1u-o93EKOigXgR3LQ,chicken,"taco,fish"
1183,1M0Mo_ctYMTH0CTKgv4RpQ,"time,rice","lunch,chipotle,service,burrito"
1184,UtWd3LMEktL51UJyUwYwjA,,"breakfast,service"
1185,sl5ak_xmGQmk7pYEIw5cEA,"chipotle,chicken,service,salad","lunch,burrito,staff,wait,meat,price"
1186,1x8_aJQ-iqvymhRK3SNbLg,"burrito,shrimp","lunch,time,beer,atmosphere,taco,service"
1187,IEsqyFsUPWD4I6b3LaQr8Q,"burrito,staff,beef,breakfast,shrimp,quesadilla,salsa,chicken","taco,fries"
1188,bEz3bz_SejC0GnZ_i8yM0g,,"taco,time"
1189,KZy6irQ5k_vNoVgi1FvHdw,,"service,fish,staff"
1190,e0JaE8S3MdZijvrf_PAYjQ,"lunch,shrimp","steak,meat,taco,tortilla,salad,fish"
1191,japzjLMfmqsGszf2CG1org,,
1192,htUK5uwiYlKB4coz8-b1XQ,,lunch
1193,IUv-dRWHyds6ncxqVcxpGQ,"meat,salad","lunch,taco,time"
1194,ID5wWJ9C7G0hfbQilvlfxA,dinner,"drink,time,beer,steak,chicken,service"
1195,nIwtGMkMyx0elLxVFs1D6A,"lunch,time,taco","drink,service,staff"
1196,95CCHowiE0W_ovv5-9lQAQ,"lunch,staff","asada,time,service,fries"
1197,P8lGz3aiwedtGQWrifuBTA,,"lunch,time"
1198,czJKX4DmZR_1JeRmPcnmbQ,"beef,lunch",taco
1199,Jhz_aUT4i84Wt8KAZVGXVA,table,"atmosphere,enchilada,service,chips"
1200,1s28O8UuTAmJb5IDz3MY3w,,service
1201,KW-xCBNDm_PJcCgySfBCsw,,"taco,staff"
1202,e6g-8RB8DcxUSZaPX6J2Vg,,taco
1203,K4UwwxYCAh23TDKhtrVRHA,,service
1204,oWsin1_mfmidGnnTV7NNTw,,
1205,c06xDgPtZDKsI-w0Z_eujg,,"time,service,staff"
1206,bCGKnZd4vAD_hak9TQQHyQ,"line,lunch","burrito,time,staff,chipotle,service"
1207,3gHvqo_7ujCC0OAbhJPLWA,"lunch,burrito,time,staff,line,service,manager","chipotle,salad"
1208,wYSWgZMiMJxfusnxeWKYXg,"lunch,breakfast,staff","time,service,fish"
1209,d2JjI5tu_fD9YEP4QhBOww,,"burrito,time,service,manager"
1210,xXhflOhlRCh5d9ASabHEpA,"lunch,wait","line,chipotle,staff"
1211,F2L2f-ITjnHlqKRFQVFsVg,"lunch,guacamole,staff,shrimp,taco","salsa,time,service,fries"
1212,IfMMw8kYDhBC75L5mlLOHg,,"lunch,atmosphere,burrito,breakfast"
1213,Bk_5n1l2_Rn_qvRRHFk1pg,"beef,burrito,chicken","salsa,service"
1214,7ozeO6N1-fLruVuBcnDKfw,,service
1215,Gi38x_3R-OtcTPtyyCagLQ,"line,staff","service,chipotle,rice"
1216,6ksBg7LoD06ctMU3OfNFUQ,"asada,burrito,fish","beef,taco,time,steak"
1217,JTD_PsAqE8f5qF6ssXwbkA,"asada,taco,time,fries","burrito,service"
1218,0QQ1v8JUqyF9SPtjY7_NmA,,time
1219,WEpu2goj7QggSgL_nP2EMg,"lunch,service",salsa
1220,qxjKPzTFqhCLieWcdDbKGw,,"asada,fries"
1221,JTN1qe0UBT3T6zIWYcBtjg,,"time,taco,lunch,breakfast"
1222,SAgIMviDgYVUrKCx0IQwXA,,time
1223,mFGUvyJSdSRjIaN94QW_IQ,"lunch,wait,salsa,margarita","time,shrimp,taco,chicken,service"
1224,HWyXgSBj8WL-SbnSi5mlNg,,"wait,taco,time,service"
1225,HiqYus6muaBFlZtHhES7XQ,,"taco,time"
1226,RJrI3jFL7Kr8NmSSjn_kxg,,"lunch,time,taco,staff,wait,service"
1227,eAKIiNr3YrZ5qS5vO51O3g,"lunch,burrito,steak,vegan,taco","time,staff,meat,chile,rice"
1228,yB6EN23QuMuzHyobJ6pBbg,,"taco,service"
1229,3kL_OYMYHCgEA-R0xuUlXQ,,
1230,jM6YI5V4fYM7OCA1BLKwqw,,"time,taco,wait,service"
1231,e2ApirIzYID9xIye0r_gKQ,"breakfast,service,manager",time
1232,fL2vdjn-ApNcsVntxtg4Dg,"service,shrimp","table,time,staff"
1233,NL-ymrd7jsk4MscQRgtPJQ,"asada,burrito,chicken","taco,service"
1234,SXr6ByM7UmUQ55qtOUMijg,"salsa,lunch,rice","chipotle,time,service,tortilla"
1235,ZgglKZaiIPcSUmtGaJoRag,"lunch,chicken,dinner","time,patio"
1236,twrgw3ZaMEiS87sN5ahuuw,"beef,taco","rice,enchilada,pork,staff,service"
1237,STLglfaKvGbuMHCV5B6jjA,,"chips,fish"
1238,Otu3vddHz3Lzw8dpwZ_p8g,time,"lunch,waitress,wait,line,service"
1239,S_VoH2qPxjm5l3MeuCgunw,staff,"time,meat,taco,line,service"
1240,LiBnff-ZuzW16zIvZgFOfQ,,"taco,time,waiter,asada,service,chips"
1241,GcqBRZ3_PcSelMCUOeuxdQ,"wait,lunch,time,staff","drink,taco,burrito"
1242,oBABBuVRfIump4jHKlJmHg,"lunch,fajita","dinner,chicken,service,shrimp"
1243,DtSfgYvhcUA1vda_Ypj7cQ,,"burrito,chicken,service,steak"
1244,h-Oq86DZfZad9kKXe8m7Lg,lunch,"time,service,staff"
1245,F-PmkzyN80fVcNMN8Z2aiw,atmosphere,"lunch,time,pork,shrimp,chile,service"
1246,U8ixm-xr4QLjyD5L38ooAA,price,"burrito,time,pork,staff,chipotle"
1247,3CI95LMvt4u1xqEWq6CbnQ,dinner,"lunch,time,service"
1248,UMDYX0_C9TWxkANMoXBxGg,"lunch,chicken,service","atmosphere,burrito,chipotle"
1249,Sjj8ZEvBZdjDYMJH7nBZmw,,service
1250,f5iC98vNAziOiAuWGP6Jww,"time,taco,salsa,service,fish","manager,staff"
1251,x2nItJPCZxEobThRyDg6HQ,,"lunch,chipotle,service,price"
1252,DXCho3TSX6qKsRoEjGoGJg,"pork,shrimp","dinner,staff,wait,taco,service"
1253,SZD6OTT1cc-ZznfAoyKudw,time,"wait,waiter,waitress,service"
1254,vlUqiXzEYsSFVyVpCrxJ_w,,"service,breakfast,chile"
1255,9WVNvQ1UhzXVMihF2Rhuiw,"lunch,fries,taco,salad,asada,salsa,chicken",service
1256,uKsOd2O_VoFvmYop0ryYcQ,"burrito,chipotle,salad","time,steak,staff"
1257,IcSr0gUNSgVvjsgqSEKnbw,,"lunch,time,dinner,atmosphere,breakfast,service"
1258,9ehTNgvu0vZgHjWkQqF6KQ,chicken,"lunch,service"
1259,QI-CI9wWRxtw60_aQK1BpA,"chicken,service",waitress
1260,6tR7FLJkwlDspVxsfrMulQ,,"lunch,breakfast,burrito"
1261,XxYU9t50R5NnyUBmZVCEJg,"asada,atmosphere","wait,taco,chile,chicken,chips"
1262,Gn06kr2XLQo_sIxzGkjIGg,,"asada,fries"
1263,y3nhGBZagfj3tZe48v0pLA,staff,"time,service,chips"
1264,mi54jbLiMo1L6vPnqW15CQ,"quesadilla,dinner","taco,time,service,fries"
1265,SZyrTU-tuZt6d9L6nDxyEQ,time,"dinner,burrito,service,fish"
1266,AZdivItCJCjjc_H72dQLMA,,"lunch,time,taco,staff,service"
1267,kxzS-zh5nUNvBzYz2Q47pg,,"atmosphere,patio,service"
1268,lOmt6Edj6A4OZBUIUwtI8Q,"taco,time,fries","rice,meat,service"
1269,Tni0_r0gWEEGlHSVlhDysA,,"taco,time"
1270,2BKcHO7WQ0iGke6EBs_Dsg,,"service,taco,dinner"
1271,YTqtM2WFhcMZGeAGA08Cfg,waiter,service
1272,826djy6K_9Fp0ptqJ2_Yag,"service,staff","chipotle,burrito,time,steak"
1273,uJTG4mzj2IY0lgNrHJUXXA,,"burrito,time,staff,price,chipotle,service"
1274,AUmfp8JRMubNrPqSGY1bgQ,"atmosphere,staff","beer,time,service"
1275,ONFRwi5zzcqDkFKkbF1Fgg,,"time,service"
1276,rYPpbhnucRdLmpmcjUqoFA,asada,"time,beef,taco,noise,chicken,service"
1277,MIVw2q74xy140VpbR8jBWg,"lunch,taco","time,pork"
1278,9pWzjhdrPgsZEmF7-QOaIQ,pork,"meat,taco,salsa,chicken,service,fish"
1279,4enw_5SjmPuVpxg8MhbPBw,taco,"lunch,burrito,time,meat,minute,service,line,chicken,rice"
1280,HV2vPReKp0n0E6zgjsu4Mg,"time,service","asada,lunch,meat,tortilla"
1281,BZtNKLg1S9k8s6fYkR1quQ,,"waitress,breakfast,service"
1282,w96oa6oQk2kolYfy8Ja2Mw,"atmosphere,salsa","lunch,service"
1283,zI4DTA_uiYmdLiGirl3ylA,"guacamole,waitress,vegan,salsa,service","chicken,burrito,time"
1284,l_ph7O9NYyEjMwpSc_TLTw,,"lunch,time"
1285,jhj-r7aH3AlJyVmGtcHi-Q,,"taco,time"
1286,X1Y2II3AYdoxa70nTTfUPQ,,"line,time,steak,salad"
1287,4tmDq6jkFMQ3eac-BkF1jw,"atmosphere,taco","lunch,time,beer,patio,margarita,service"
1288,5dSrlAsETYORRe4nYmxDZA,,"taco,time"
1289,fXUJ9d5R6kNXrnAouByB6g,"asada,price,dinner,staff","taco,time,service"
1290,OwOMoh48nxjIgPkGU9RxGQ,"minute,chips,staff","lunch,service"
1291,E2Uy1D8TdP-VioGFkLOkgA,"chicken,fish","price,service,taco"
1292,c31YqsnR1aTaSzawqa3L7w,patio,"atmosphere,service,salad"
1293,scLvLqVVIOWZbVT-exGjjg,chips,"table,lunch,taco,chipotle,service"
1294,iX-I9C9P6xFNjqrnpAU73w,,"salsa,burrito"
1295,d7_VoQyhwLJfjaNruLbUtw,lunch,"burrito,time,steak,guacamole"
1296,UhyDVz7npxKUl9BfMpfmBw,"lunch,wait,price,chicken,service,chips","burrito,time,meat,taco,asada"
1297,5VMqROXPjHCKdlPnm0xyvQ,"lunch,chipotle","time,staff,salad,salsa,service"
1298,2C5nGjdzF0zMWvD9iVma0g,"table,drink,pork,margarita,taco,salsa,price,service","lunch,time"
1299,mI5UYpuYxjiumMLgANoa9A,"burrito,fries,staff,asada,chips","chicken,time,service"
1300,333W59XcrXZsJlnBAAx5mQ,"salsa,dinner","lunch,service,manager"
1301,iS35nqM4b0XXVIgAlvkawg,staff,"chipotle,line,lunch,internet"
1302,7yQMwsuV_8rV-EchuvCG5g,,breakfast
1303,sqn5jdCYgGLWxTYBbrhHpQ,,
