,business_id,positive words,negative words
904,mOMeDQB8NjdBTTzKtikAYg,time,"lunch,service,chicken,wait"
905,CjQvM7br7cAhn6N8O8fdVA,,lunch
906,gbsDvIBVQtVTpzUUzlE3GA,"taco,rice,table,fries","salad,time,service,chicken"
907,QmP8zqPMSHR_3nyvVM4fjQ,,service
908,6e0Abng1LRexKI4LRJTX_A,"chicken,minute,time,burrito","fish,chips,taco,service"
909,1hrX1vHaUgllWH6i876oAw,,
910,wPxfla_k8v7ofL7g-QcP8Q,rice,"fish,service,lunch,time,chips"
911,F4eChMLWgILOKHyN90jwag,,"chipotle,service"
912,sNAU_ItzmB-TIgmWwqRlEw,"lunch,burrito","chipotle,line,service,wait,staff"
913,4tckq6rjAryEKG2XXJ1YVA,,service
914,nnQDIQ2FM4EfJW76IbmjfQ,"wait,pork,time,rice,breakfast,chicken",burrito
915,JEYeBsODrUfUlZ3H8GOocw,,
916,Lu8ueuI4LF5i6_km0ip0xw,"line,meat,pork","time,service,burrito"
917,3ZIQgE3msz0DwlB7qXhNjQ,,"time,staff,service"
918,TVtnQyn3ka60r2t9xRwKPQ,,"lunch,margarita,service,patio"
919,qVpfhkHMvF9Rlwe9dqPlBg,,time
920,zibTVHwQMACJCP5pjRUupQ,,service
921,8YyBAyA3TKpaVxy99FRWjA,chicken,"time,taco,service"
922,k8BThB11SS-DQDTl--kG8Q,,"time,salsa"
923,3IobmJr-mqkF3l0hChAFcQ,,taco
924,Cduw9GWnZ_ZvsACVVrlkEA,,"chicken,staff,taco"
925,UOK4ARjGtOtfYZSIm57ROw,"staff,margarita,price","waitress,service"
926,pM1XQqVX-oudcm4nnvvQfA,,"chicken,lunch"
927,xUvgrDdKhcmaP6Zv0ssb6A,"time,dinner","service,lunch,chips,margarita,salsa,manager"
928,Ns20WGWn6s6niKAGIQB4UQ,"drink,staff","service,lunch,time"
929,gg0zeYKlmvk_rScipyOyKw,"enchilada,meat,beef","service,time,taco,asada"
930,aTvmLm3YfTs_L290fEolEw,"shrimp,burrito","fish,service,meat,price"
931,OA5Li3ySzhrbG_WvD_QGYA,chips,"service,taco,salsa"
932,8lH63_WY0kOFSZhMrgJXGg,"guacamole,rice",time
933,fjvu3PkvrTOoIjNqL1vrJQ,dinner,"lunch,service,table"
934,oCwJdiYhZS8VM5_LgmQP0g,"lunch,atmosphere","staff,service,chips,dinner,salsa"
935,ijO4F7L6HEuCGBM73gwnOg,,"salad,chicken,dinner,taco"
936,YNUdy-W_ZFO9B2SZUKRrPw,"tortilla,time,fish,fries","chicken,chipotle,taco,bacon"
937,oE6gKgUfMd74m77d6hG9qg,,"time,service"
938,G4hjhtA_wQ-tSOGpgGlDjw,,"taco,service"
939,ktcMeKIoDA0Dk11Wcpx9xg,,"lunch,salsa,burrito"
940,4NxIM5xpIEem1IkEkz2I7Q,,"tortilla,lunch,service,rice"
941,xLeOANU-lqtDOIV6Owm3EQ,,lunch
942,FuLS4VempSKzFHVdYCvdaQ,,lunch
943,-kHQWsdlHfASvHCj59dzGA,"service,manager,bacon","taco,fish,line,meat"
944,aDAgex-HXefRvuTvxhq_Jg,"time,price,lunch,atmosphere","service,chips,salsa"
945,Nr5TGaBoGraxbZBCzKyvuA,meat,"time,taco,service,wait"
946,LmYBebTFfft94uYljKptgA,,"chicken,dinner,service,lunch,time,beef"
947,fjJa1py5jnLAUJDOrHhu8Q,"time,drink",manager
948,TlNOalHa6NUMkWi30iuhNA,,"staff,meat,pork,time,burrito,steak"
949,DjlSMGIeQNq3huXiBpFhUA,,"waitress,time,burrito"
950,pIm7qrmzWsV5oS-PN-xqnQ,"taco,asada,service,burrito",time
951,IJGrBQyYpCBkbZx65H5J5g,"lunch,manager","fish,service,time,burrito,guacamole"
952,IiwgHkUbBt9Ha25H4dUtkw,,"breakfast,time,staff,burrito"
953,wQW3nEd9ZTej8EmVF7FujQ,,"enchilada,service"
954,42DvUONuqa1mC1YbnZ0o0w,,"taco,service,wait"
955,-FNquqGseSCVMWo7KbK-Tg,"time,salsa","chipotle,meat,lunch,rice,chips"
956,YfpuOzPNKlGAduCpkBeF_w,,guacamole
957,1W_gZM_uuEvJqapbIl6z9Q,shrimp,"lunch,meat"
958,wqqpciqva5yN-c72SmvaOw,,"time,service,burrito"
959,yVanb8fVmGtQFEYw05lZUQ,"time,meat",
960,Tr8TJnMoSgBvfZvmCx9-eQ,"waitress,chips,margarita,manager","dinner,noisy"
961,Kr2c8j2HELkv2ZOs0MNL3Q,,"taco,burrito"
962,JMwwxARF34aR1aq7hzpiJQ,,"service,wait"
963,3TnNC-AMuQ4upCtcgtU49w,"chipotle,service",time
964,kBgpdaS9joBXioj89zo1QA,,"time,service"
965,ksuxxeP_V73Y4iKPeLq77A,breakfast,"salsa,nacho,drink,service"
966,HNbX93hyrua2p6LO4IwdHA,,"time,line,service,taco"
967,J121PGT4oi5AqVbtMoEfVw,,taco
968,6nnI3DfHn-DTd6tWnZu7Jg,,taco
969,Bf2fuqWbHd3L-X69FSMvmg,"pork,patio",taco
970,ELxoOY2F-1jSb8mqyN7Zbg,"quesadilla,lunch,burrito,chicken,salsa","time,chipotle,service"
971,pd40A0UmsQnBwvGmF4xoIQ,,"time,service"
972,e0CehK0lUWqd530L4-ni3A,breakfast,"staff,service,time,rice,burrito"
973,PSxi7pis1yJpFfM-grdNXA,,"lunch,service,chicken,steak"
974,7obotzA7aLL9kAUIUWQcJg,,"chicken,beef"
975,d_q4avZYM1sOlQP7noJKVg,steak,"time,meat,burrito,wait"
976,JIfSollg32ifUzTw2K4PDQ,taco,"time,service,lunch"
977,pzy9xWQqsDxVU6j9MktRJg,,"salsa,service"
978,5OAO9TxfvsvccFFD4pjmeg,"chips,fish",service
979,7fq6fN58ogXAzXzxywFX1Q,"time,asada","meat,rice"
980,IHoPEi8RltLLGzE3GrT8ww,,"time,asada"
981,SVmLmDmLBj3FoArpXjB8wA,"time,service,lunch","salad,chicken,line,manager"
982,XRfMD13CXYMF6601gmfrxw,"quesadilla,time,staff,service","chile,atmosphere"
983,u65uMUc88VMD7wI09BU1IQ,guacamole,"chicken,drink,taco,service"
984,vUUNM7RISc-51Tqx8JzRRQ,"chicken,staff,taco,lunch","time,service"
985,dmu1wM0CRgeoTIUXFihU7Q,"breakfast,time,chicken,burrito","chipotle,service,rice"
986,_WljFCI2uJf0p7lAKKcpcQ,,"time,taco"
987,_mnNmVsioEUoBiYERL_RWw,,"burrito,chicken,beef"
988,-R_u_4Ya8ceUN7qDlvIQTg,,time
989,m-9szrj48FkP-I6pummd7w,,"chicken,staff,chips,service,taco,time,salsa"
990,Km7BcCSXb78oymx-Ek2P9w,,
991,lINk_EU_elY6iTrfUGcRqg,"staff,service,fries,lunch,chicken","salad,time,wait,shrimp"
992,1ePxLE7eU4kRoags_ytAAg,chipotle,"time,guacamole"
993,0UoBZwA60O9RKYwhu15ITQ,,"chicken,chipotle,service,lunch,time"
994,NpjFkuhBX-LU-hf_FnJzKg,,"time,shrimp,lunch"
995,yUfT6GtCII9g4lg-9olksw,,taco
996,vz8HFGsITt6aj-nyXkAEFg,,"time,atmosphere"
997,aWYWNfHuQJyRwDHaHq8X1w,"chips,staff","waitress,service"
998,Oh55bhohxLKZu2nsHRqNiQ,,"time,taco"
999,GH5gbLHw05toW6ePNIUzTw,,"lunch,taco"
1000,MkoiuqUFOnX8riewi6d2sQ,,"quesadilla,beef"
1001,umBsUDjSPzF28LOw-U_NfA,price,"staff,service,time,taco,salsa"
1002,arpBUwgiaE8iqfNGMQ_hgg,"taco,service,beef","burrito,steak"
1003,crGdKSRKi25R2vorZ7skzg,,
1004,_ZSCWjiYNPjnteZDo-AZOg,,"service,chips,dinner,salsa"
1005,Jgvct3--kRbLCkZ6SkOi5g,,"chipotle,burrito"
1006,BOAe7eg0z9nezumZaLOi_A,"time,service","lunch,asada,margarita,taco,atmosphere"
1007,_H4GXECi4nHfJTz4dsQV_w,"lunch,staff,chipotle","service,meat,pork,time,asada,burrito,steak"
1008,oamNMwd8kKOmrTu3C6qOeg,"staff,lunch,time,chips,salsa,atmosphere","service,wait,patio,dinner,margarita"
1009,j4170xdQJTwSvXFpsQzWtg,"time,rice","service,waiter"
1010,wZm86tTEhbWv3hek3iprZw,,"beer,service"
1011,ObV7olsEsNYjuMGNJ75jNw,,"breakfast,time,burrito"
1012,O2SQOSkXLsWTSQtKmo7nGQ,,"breakfast,lunch,staff,service"
1013,do6yub0lpn-vRF08Yhi3aQ,,"service,lunch,time,minute,shrimp,burrito"
1014,ROuiI7sWhEMLodSylU2Qpg,"taco,salsa,meat","nacho,fish,service,price"
1015,I0MvTPpCr9PQVvthLdAyPA,"chicken,fish","lunch,salsa"
1016,DGOhEsZL9pyAWZ8pPm9WPA,,"service,lunch,staff,time"
1017,BV9R4SI7Ng2JV4nQk0WMwg,,"service,salsa,fajita"
1018,jRxLnJ9my31Re_O2MvQGhw,,"lunch,staff,time"
1019,QIn3PuGUkinSibUn-NsljQ,"breakfast,taco,salsa,burrito","time,asada,service"
1020,Wx0R04tbrJPFB7ozcHtU1g,,"pork,steak"
1021,pDewiJY6KCcZgLxxgxg13Q,"staff,patio","time,service,wait,lunch"
1022,N-tpz2XtAPreL5wnFjKGwA,,service
1023,r93Aubf4vZ9ogtmEb6dV4g,,"taco,service"
1024,eGLflouvGRveD4A9oc-AIw,,atmosphere
1025,HTlsBAd9j1wlWDHxnYczBw,"staff,time,lunch,chips,salsa",service
1026,edoSAL0cVmROwfro8nKBuA,,"taco,pork,guacamole,shrimp,burrito"
1027,YauBkH-HEx148jC0pv4Hcg,"breakfast,atmosphere","time,dinner"
1028,_Jt9CLSL2sqF-yCNel9D-g,,"staff,dinner,service,margarita,time"
1029,JAaXVnWQcSEU3nVY-qgjUA,"beer,service,time,lunch,salsa","staff,meat,noisy"
1030,S3-JpB5dBhMXmauMqeoN-g,atmosphere,"service,lunch,time,steak"
1031,nerbhPyfzLMgzcBYh0SPsA,,steak
1032,_CgBou-sE-UW2j4otiKtlw,,"salad,chicken,service,time,salsa,burrito"
1033,tIauOelAC3BZk_xhMoDBUg,,"breakfast,burrito"
1034,rXUZNVlpWMV5ORDDSguOEQ,,"lunch,service,pork"
1035,bjbegGikWzSgeVsOJdE22g,,"chicken,chipotle,service,wait,time"
1036,wlm9HjyeW20anJ-kVEMY6g,,burrito
1037,wyMu0pbOTpZZ297fwIrEEQ,,atmosphere
1038,44zSIjPU09F2UBYUn_KZ3Q,,"time,taco,service"
1039,ogX4ONTyz-cMpeTi6hvLDA,,wait
1040,xBuFkgsu2i9b8L6G0NqymA,,
1041,3FnTXbcCXeZsbiXBW5OCYA,service,"time,dinner,meat"
1042,WOz66UuVsfc2K9GxzfDnGg,"lunch,service","meat,time,asada,rice,taco"
1043,_cRDDAasE-4584eXN_5Ecw,,taco
1044,rGwnzfCUp23Q5lTkxqZqTg,,"lunch,taco,beef,pork"
1045,ndjEQtZJhI5oRXvyJ88__w,lunch,"staff,service,time,steak,taco"
1046,s0xIhDo3twv1EO9n2-k41Q,,taco
1047,OCusT983CS9195nTh8FPCQ,,
1048,TTnUoYDCQoTfldLs3AuTDg,,"chipotle,service,atmosphere,lunch,time,steak"
1049,-QC71Wuh0TyJI0RAZ3d0Iw,line,"chipotle,staff,service,time,chips,chicken"
1050,Ks9nrEuLdjmrLH9uXz_G8A,"lunch,staff,service","time,chipotle,rice,burrito"
1051,h8XdexOcJlfLOwXIDtyalg,"chipotle,staff,service,wait,time,lunch,drink,steak,enchilada","chicken,dinner,manager,pork"
1052,KTgbFortwSnFSsQDhoXpTA,,"time,taco,service"
1053,cny7n93eJH7MskcnT8nabw,,"lunch,salsa,shrimp"
1054,UkylJaNbvMENvL61dgwdLg,"lunch,price,atmosphere","service,time,burrito,chicken,dinner,enchilada,salsa"
1055,oB2_XXYG9c8bgJL9sFP3DQ,,"service,lunch,price,meat"
1056,GN4bghnFwhdxfiJXFTNEqg,,"time,service"
1057,tr7wv-dDSQBdMzEqEJILQA,,"dinner,service"
1058,daLsASi-J8zee8cpZSnqjQ,"breakfast,fish,beef","time,taco,asada,chicken"
1059,EBVegXKWCu5AOWox7gnU5w,,"time,service"
1060,uGoRiFwSD31bTyIBqVSRlQ,,"quesadilla,breakfast,salsa,burrito,bacon"
1061,_IsmLuyEvcKzcBmbMHCCfg,"time,service","staff,beef"
1062,nPNWTZRRZx9nBNivg_JlOg,,"chicken,staff,asada,shrimp,burrito"
1063,rvzTN-pW_n7YVQDdjkurOQ,,"service,beef,atmosphere"
1064,in39cUCMBRjpwxw7qNSOfg,atmosphere,"staff,service,lunch,time,vegan,taco"
1065,vxFrGfeQCtc5AzPKkMHHgA,,"chips,beer,service,taco,guacamole,time"
1066,-FyfimfMvvOcMT7Cr4q2Aw,,"chipotle,line,service,staff,rice,steak"
1067,_bpNAXZqG28e8XplS1wbpw,,"taco,meat,burrito"
1068,O1TNBB10DqZ2-7_VkYruog,"fries,time,asada,salsa,beef","chicken,staff,service"
1069,UyV7c08-BM6WvVCISLSkQw,"staff,time,shrimp,chile,atmosphere",service
1070,VA0GbpAN0qpa3bdHJ2a2iA,,"waitress,chicken,dinner,service"
1071,-BplplCOayCupKnRVZcclw,rice,"service,meat,burrito,steak,chicken,manager"
1072,uQDVjBcG6t3t-5hSQnZ4lQ,"time,salad,chips,nacho,taco","line,service"
1073,DljmXW8D07LVTA1Y69xosw,breakfast,"staff,service,time,asada,burrito,taco,beef"
1074,4cSuwanJ-15JMFg_AhZ0_Q,"staff,fish,service,time,chicken,shrimp",burrito
1075,FtLibezRe7HsT13BLpR-Dg,"lunch,dinner,atmosphere","taco,service,margarita"
1076,-TWZ4-AM76pUxPIt47mInw,,"taco,burrito"
1077,w3lJC_l5IVwrTpjti9fEKA,,"quesadilla,taco"
1078,prdA1r8XP03oD-PYvZJ5AA,fish,"staff,beer,service,time,burrito,tortilla,beef"
1079,iSmQkgaSE36nzctelDq-cg,"time,service",
1080,7vHLAKprTTKDr7qmqCX7ZA,,"time,service"
1081,jlyuxZtZ5M6TlAlR0_c7kw,chicken,"time,enchilada,steak"
1082,SzhD5J80IhpyeBftzQ950Q,,"lunch,time,service,chicken"
1083,TG2QAcrevOmXDuCQQFlGew,"time,taco,service,wait","chicken,staff,line,price"
1084,UuSg6Y3438tkXblGAfj0pQ,,"chicken,shrimp"
1085,ZcR6MePiNSwL7DIHS6hGqQ,,"time,taco,steak"
1086,Eypm-MmwirNTiQCOJPtVBw,,service
1087,-cxD1NimFldATDUsN-oa3A,fajita,"staff,service,wait,time,dinner,chile,beef"
1088,3tDo3XYrpx71kFcxSJI4GA,breakfast,"taco,asada,fries"
1089,KY5-vGUZhDmDi1ieXRUmmw,,service
1090,-wcyWzSRk0KtYNzrMrLXHQ,,"service,lunch,price,time"
1091,vA2aKRFspZWyxSlk0jNgbA,,"lunch,chicken,burrito"
1092,_5wi2C7x68Bt14qhdCqi1Q,"breakfast,taco,asada,fries","quesadilla,dinner,service"
1093,55LdBLn7CXbWwhD06Zn_0Q,,"drink,service,burrito,steak"
1094,MAhuHiUpN403DsDDqdyabA,,"service,atmosphere"
1095,G82YlEU6yxA3autN309W7Q,,"breakfast,taco,service,lunch,time"
1096,cpLO1l1hnLVzV6ZEFlKfEA,"lunch,margarita,atmosphere","tortilla,chicken,time,patio"
1097,xyK7KUcJzWy1LlejwQpQMg,,"time,atmosphere"
1098,0iPXuywgu37dDpwLMudACQ,manager,"chicken,taco,service,time"
1099,gqELGWcpWepjV33yzc4Diw,,"waitress,time,service,wait"
1100,4bfKtdnkkhq8qA21sjVXlg,,"quesadilla,service,burrito"
1101,WYDjn71X5xiEdpLxlT12hQ,dinner,"chipotle,wait,time,burrito,taco"
1102,6sx1FKkTPmTJKQOxql3MNA,,"staff,taco,service"
1103,K_sbl7yJnDE-zqkGB7NxeA,"quesadilla,chicken,staff,price","time,meat,burrito"
1104,VM7Q3xWH5XiwbaIeSyJ-vw,guacamole,"chipotle,service,time,burrito,steak,fajita"
1105,8ySvFNHBGHnVaQ3XwOuFqg,,"chicken,taco,service,time,shrimp,atmosphere"
1106,-n1g9MdeG46v1-gzZ4ldvQ,"lunch,staff","line,service,wait,time,taco"
1107,dhoyGQK6mEZG2gnlm9iz5w,,"dinner,burrito"
1108,M8I2IdqDbJCGL0ho8eFLiQ,"chicken,burrito","time,chipotle,service,lunch"
1109,-ho0iNZnkwPJZIJk_f5a9w,asada,"time,nacho,taco,salsa"
1110,D74O-i-iEWo-e5BpwFMcUA,"breakfast,taco,service",table
1111,RSJF0CNdjUc3rCRZQX76ug,,"breakfast,burrito"
1112,1fMXFNFwZEtTy9p8sEmiNw,,"staff,taco,service"
1113,c1TzULA3E_KBSKIQkRx3Vw,,taco
1114,6Bog_w6ot35sBMoRPzt-lA,"staff,time,breakfast,dinner,price","fish,wait,burrito,taco,minute"
1115,3dC3opMY67zrquz_yYc-tw,"chicken,staff,taco,manager","service,fries,time,lunch,asada"
1116,tu7cmFBfKVFKtJvRPHOxbg,"tortilla,price","service,wait"
1117,D7-T6DRpjApGNBQZ3Hq-fQ,,"time,staff,taco,lunch"
1118,SNc3-bV7preAPifzE4asNA,,"time,chicken,shrimp"
1119,p1qikz--GQonzyIyIsgssg,,"chicken,taco"
1120,m7vv40MnYXdvxRkGCYhGTQ,lunch,"chipotle,wait"
1121,tXZxc-3HcXvj1Z-Tzs4Mkw,time,"staff,service,wait,lunch,chips"
1122,MQu-unZeJadbVhN3Y1vyuA,time,"lunch,service"
1123,Z1yvzAbs4fGC28s7WtUonA,"chipotle,fish,service,time,lunch,burrito,chicken,guacamole","quesadilla,staff"
1124,RFCRXj_SU_2yKoJYKIIywA,"salsa,chips,time,service","staff,wait"
1125,j0h8OH6ktQsnTmIaJsN5Hw,"salad,staff,fish,shrimp","line,service,time,chicken,taco"
1126,gIno_cXhvn6Om14D0I2vHg,"time,dinner,line","service,taco,salsa,table"
1127,J9Zm8-yovNksVvLYu-7iug,"lunch,enchilada,burrito",service
1128,HZRT8xygRscGvDYYx2EkQQ,"chips,time,tortilla","chipotle,service,meat"
1129,3i8SYgLMC9iMZGwCVW9U1Q,"salsa,chile","service,lunch,time,breakfast,taco"
1130,gwd1W_0Mgzqo3QxgXrt16Q,"lunch,taco","minute,service,wait,margarita"
1131,2g6x4ISNiMxFnotBuwmZmw,patio,staff
1132,4I-DntICTD2ykxPN4NOJ4g,salad,"chicken,wait,meat,lunch"
1133,oaNml4cV5D_MHMOVjNS-Bg,,"time,asada,meat"
1134,2J0mx9CAcP01RpwQkdBcGw,,"time,taco,steak"
1135,SORm6UKRlwHC6SmJZnbFEw,,"time,service,chicken"
1136,LQZ2yBIAFmXYbDD0Z2Nhug,"fries,asada,steak,margarita,guacamole","quesadilla,fish,service,burrito,beef"
1137,zwmps5SXn30g-f5wqg_r9A,"price,beef","lunch,dinner,service,staff"
1138,YiFCHXw7oZQg53oM3e0R4g,,burrito
1139,X4OQpv3PqiSlNVDLVinVPQ,"staff,taco,service,shrimp",
1140,hAioxEk3WU-SzlqIM4TI7w,dinner,"time,service"
1141,9WAo6J2-9mxMo8UQrA_G8A,breakfast,"meat,fries,asada,burrito,chicken,taco"
1142,tZ1CII-IQ6LgUWdDexDUAg,,staff
1143,cM4R0NNWdS2NSZga7bxCRQ,,"salsa,price"
1144,es3Fq9KNp6Ry994x4T4ZYg,,"time,beef"
1145,X54yOvzhEKyAurDOeQ-BkA,,"time,price,salsa,meat"
1146,lmfLUco8zOLY_UObmu-EPw,"fish,burrito","time,line,noisy"
1147,rszcwKpor7gvdntP63i-og,,service
1148,bQ2uuNkOxgUQRM7Y7RJDXQ,"minute,asada,manager","service,wait,time,chips,dinner,guacamole,salsa,atmosphere"
1149,abHiuwC0FPSlZ9ALiVPtgg,"chicken,taco,burrito","time,staff,dinner"
1150,IqCvkoDvvImXuzGrpeiDMA,chile,"time,dinner,service"
1151,lhcSKpqOyKwaC70zu-3X5Q,,"chicken,taco,shrimp,burrito"
1152,EH-WY1bmJz2yDZROQbNsxA,,"breakfast,burrito,bacon"
1153,5G-i1t7VXLGByswnCKvrDQ,,"dinner,taco"
1154,Kh1tvb7vDDp84bxdYyiOEA,,"staff,asada"
1155,xWq3LQw8w4OIK-fSiGwNLg,staff,"time,service"
1156,XZbuPXdyA0ZtTu3AzqtQhg,wait,"dinner,price,service,manager"
1157,i5vy3X8WBjQ-F7P8HqC7KA,,chicken
1158,Gr-2oBg4XyduSKbvnE-i9g,asada,"staff,service,wait,lunch,time,chips,taco,salsa"
1159,WGkqfp1-3130v8xhCb3APg,"meat,time,burrito,chicken,price","lunch,taco,service,beef"
1160,x7RRLRKyKdME9X3GuR5-5w,,"chicken,service,wait,waiter,waitress,lunch,burrito"
1161,j87Y1hyifp-XHN5HuVtpPA,fish,"time,taco,service,wait"
1162,kZ8bCGe3RCN3OjnyrRaNBw,,"lunch,time"
1163,rbYh1ue3YpdOt1GIUs2YBg,taco,"time,service"
1164,edYUZEEP-u3-VpA1v5n_ug,,"lunch,dinner,burrito"
1165,xF7jYxQouhX3OWNR8QRDkw,,"quesadilla,service"
1166,p-qvtajJfi19y3Oz-pa9_A,time,"line,service,wait,chicken,taco"
1167,tfg08x88Mr4nEr8_bVal7w,,shrimp
1168,CtubIIhmRzFB6-egzxin9A,,"service,atmosphere"
1169,UN_48kF4j4jjHQXLbQhaZw,,"lunch,rice"
1170,yVYteK2Ootg37Gh2SIPihA,,"chips,staff,dinner,service,salsa,lunch,time"
1171,1JtneT5bWWd7JRqv1shMzw,,taco
1172,Wnq5to0-jXyh0-_jRZ6VOQ,"salad,table","service,fries,time,lunch,dinner,margarita"
1173,2G8YLx7J8du260jFNjIjZQ,"time,dinner,service","lunch,asada,salsa"
1174,rUfZp5C_j7NxQZxrjyMrvQ,,beef
1175,ak-f8IV0ZdDeI4oYnjA1Pw,fish,"service,pork,fries,lunch,time,asada,breakfast,taco"
1176,phrJCsa0I_OEWExpiTET8A,"lunch,staff,service,burrito","time,chipotle,line"
1177,Yk23uco9_lru4frmDe8Krg,"time,asada,chicken,taco","staff,service,burrito"
1178,I25YFbDL16lVcutPMNIlHA,,"time,dinner,salsa,chicken"
1179,yqIVlkpQF_IdhVk1yTiIjw,"staff,steak","chipotle,line,service,wait"
1180,s0GeAnaUENWb2xAn_6EX-Q,"staff,taco,service","lunch,price"
1181,m9idUZWCBQB_owyaSeO2dw,"waitress,asada","service,meat,time,taco,price"
1182,1_y5e1u-o93EKOigXgR3LQ,,"chicken,fish,taco,time,beef"
1183,1M0Mo_ctYMTH0CTKgv4RpQ,"rice,time,service,lunch","chips,chipotle,burrito,dinner"
1184,UtWd3LMEktL51UJyUwYwjA,,"breakfast,service"
1185,sl5ak_xmGQmk7pYEIw5cEA,"staff,chipotle,service,salad,chicken","fish,meat,wait,lunch,burrito,chips,beef"
1186,1x8_aJQ-iqvymhRK3SNbLg,"shrimp,burrito,atmosphere","beer,service,time,lunch,taco"
1187,IEsqyFsUPWD4I6b3LaQr8Q,"quesadilla,staff,burrito,salsa,shrimp","breakfast,taco,asada,fries"
1188,bEz3bz_SejC0GnZ_i8yM0g,,"time,taco"
1189,KZy6irQ5k_vNoVgi1FvHdw,,"staff,fish,service"
1190,e0JaE8S3MdZijvrf_PAYjQ,"lunch,fish","meat,steak,salad,taco,tortilla,shrimp"
1191,japzjLMfmqsGszf2CG1org,,
1192,htUK5uwiYlKB4coz8-b1XQ,,lunch
1193,IUv-dRWHyds6ncxqVcxpGQ,meat,"salad,lunch,taco,time"
1194,ID5wWJ9C7G0hfbQilvlfxA,,"dinner,beer,service,atmosphere,time,drink,steak"
1195,nIwtGMkMyx0elLxVFs1D6A,"lunch,taco","staff,service,pork,time,drink"
1196,95CCHowiE0W_ovv5-9lQAQ,"lunch,staff,service,fries",asada
1197,P8lGz3aiwedtGQWrifuBTA,,"time,lunch"
1198,czJKX4DmZR_1JeRmPcnmbQ,,"lunch,taco,beef"
1199,Jhz_aUT4i84Wt8KAZVGXVA,"enchilada,atmosphere","chips,service,table"
1200,1s28O8UuTAmJb5IDz3MY3w,,service
1201,KW-xCBNDm_PJcCgySfBCsw,,"staff,taco"
1202,e6g-8RB8DcxUSZaPX6J2Vg,,taco
1203,K4UwwxYCAh23TDKhtrVRHA,,service
1204,oWsin1_mfmidGnnTV7NNTw,,
1205,c06xDgPtZDKsI-w0Z_eujg,,"time,staff,service"
1206,bCGKnZd4vAD_hak9TQQHyQ,line,"chipotle,staff,service,time,lunch,burrito"
1207,3gHvqo_7ujCC0OAbhJPLWA,"staff,line,service,time,lunch,burrito,manager","salad,chipotle"
1208,wYSWgZMiMJxfusnxeWKYXg,"breakfast,lunch,staff","time,fish,service"
1209,d2JjI5tu_fD9YEP4QhBOww,waitress,"time,service,manager"
1210,xXhflOhlRCh5d9ASabHEpA,lunch,"staff,line,wait,chipotle"
1211,F2L2f-ITjnHlqKRFQVFsVg,"lunch,shrimp,fries","service,time,salsa,burrito"
1212,IfMMw8kYDhBC75L5mlLOHg,,"breakfast,lunch,burrito,atmosphere"
1213,Bk_5n1l2_Rn_qvRRHFk1pg,burrito,"service,salsa,beef"
1214,7ozeO6N1-fLruVuBcnDKfw,,service
1215,Gi38x_3R-OtcTPtyyCagLQ,"staff,line","chipotle,service,rice"
1216,6ksBg7LoD06ctMU3OfNFUQ,"fish,asada,burrito","time,taco,beef,steak"
1217,JTD_PsAqE8f5qF6ssXwbkA,"taco,staff,asada,fries","service,burrito"
1218,0QQ1v8JUqyF9SPtjY7_NmA,,time
1219,WEpu2goj7QggSgL_nP2EMg,"lunch,salsa",service
1220,qxjKPzTFqhCLieWcdDbKGw,,"asada,fries"
1221,JTN1qe0UBT3T6zIWYcBtjg,,"breakfast,lunch,taco,time"
1222,SAgIMviDgYVUrKCx0IQwXA,,time
1223,mFGUvyJSdSRjIaN94QW_IQ,"lunch,beer,margarita","chicken,taco,time,shrimp"
1224,HWyXgSBj8WL-SbnSi5mlNg,,"time,taco,service,wait"
1225,HiqYus6muaBFlZtHhES7XQ,,"time,taco"
1226,RJrI3jFL7Kr8NmSSjn_kxg,,"staff,taco,service,wait,lunch,time"
1227,eAKIiNr3YrZ5qS5vO51O3g,"time,lunch,burrito,steak,vegan","staff,meat,rice,taco,chile"
1228,yB6EN23QuMuzHyobJ6pBbg,,"taco,service"
1229,3kL_OYMYHCgEA-R0xuUlXQ,,
1230,jM6YI5V4fYM7OCA1BLKwqw,,"time,taco,service,wait"
1231,e2ApirIzYID9xIye0r_gKQ,"chicken,manager","time,service"
1232,fL2vdjn-ApNcsVntxtg4Dg,table,"time,staff,service"
1233,NL-ymrd7jsk4MscQRgtPJQ,"chicken,asada,burrito","taco,service"
1234,SXr6ByM7UmUQ55qtOUMijg,"lunch,service,manager","chipotle,meat,time,chips,tortilla"
1235,ZgglKZaiIPcSUmtGaJoRag,"lunch,patio",time
1236,twrgw3ZaMEiS87sN5ahuuw,"taco,beef","chicken,asada,rice,pork"
1237,STLglfaKvGbuMHCV5B6jjA,,"chips,fish"
1238,Otu3vddHz3Lzw8dpwZ_p8g,"waitress,lunch,time","line,service,wait"
1239,S_VoH2qPxjm5l3MeuCgunw,staff,"line,service,meat,time,taco"
1240,LiBnff-ZuzW16zIvZgFOfQ,waiter,"lunch,time,service"
1241,GcqBRZ3_PcSelMCUOeuxdQ,lunch,"staff,wait,time,drink,burrito,taco"
1242,oBABBuVRfIump4jHKlJmHg,"lunch,manager,fajita","time,taco,service,chicken"
1243,DtSfgYvhcUA1vda_Ypj7cQ,,"chicken,service,burrito,steak"
1244,h-Oq86DZfZad9kKXe8m7Lg,"lunch,service","time,staff,salsa"
1245,F-PmkzyN80fVcNMN8Z2aiw,atmosphere,"service,chile,pork"
